cas,name,smi,product_id,pack_size_min,price,availability,price_per_gram,NH2_num,term_acetylene_num,N3_num,14sub_123triazole_num
136236-51-6,"(R)-N-(2-Propynyl)-2,3-dihydroinden-1-amine",C#CCN[C@@H]1CCc2ccccc21,BD47369,100mg,41.6,InStock,416.0,0.0,1.0,0.0,0.0
96439-99-5,3-Bromo-2-ethynylpyridine,C#Cc1ncccc1Br,BD480879,100mg,128.7,InStock,1287.0,0.0,1.0,0.0,0.0
2914-69-4,(S)-3-Butyn-2-ol,C#C[C@H](C)O,BD48094,1g,59.15,InStock,59.15,0.0,1.0,0.0,0.0
1777-03-3,(Triethylsilyl)acetylene,C#C[Si](CC)(CC)CC,BD49362,5g,40.3,InStock,8.06,0.0,1.0,0.0,0.0
56862-34-1,N-(1-Phenylethyl)prop-2-yn-1-amine,C#CCNC(C)c1ccccc1,BD495361,250mg,261.3,InStock,1045.2,0.0,1.0,0.0,0.0
9001-77-8,Acid phosphatase,C#CCOCC(C)O,BD50276,100mg,264.55,InStock,2645.5,0.0,1.0,0.0,0.0
749874-24-6,2-Ethynyl-4-fluorobenzaldehyde,C#Cc1cc(F)ccc1C=O,BD517774,100mg,127.4,InStock,1274.0,0.0,1.0,0.0,0.0
1309565-97-6,5-Chloro-2-ethynylbenzaldehyde,C#Cc1ccc(Cl)cc1C=O,BD517775,100mg,313.3,InStock,3133.0,0.0,1.0,0.0,0.0
160602-48-2,3-Amino-6-ethynylpicolinonitrile,C#Cc1ccc(N)c(C#N)n1,BD525206,100mg,227.5,InStock,2275.0,1.0,1.0,0.0,0.0
7567-63-7,"1,3,5-Triethynylbenzene",C#Cc1cc(C#C)cc(C#C)c1,BD53641,250mg,20.15,InStock,80.6,0.0,3.0,0.0,0.0
1785-61-1,"1,3-Diethynylbenzene",C#Cc1cccc(C#C)c1,BD54053,250mg,22.1,InStock,88.4,0.0,2.0,0.0,0.0
935-14-8,p-Diethynylbenzene,C#Cc1ccc(C#C)cc1,BD54647,250mg,26.65,InStock,106.6,0.0,2.0,0.0,0.0
53963-03-4,"1,5-Decadiyne",C#CCCC#CCCCC,BD54858,100mg,124.15,InStock,1241.5,0.0,1.0,0.0,0.0
871-84-1,"Octa-1,7-diyne",C#CCCCCC#C,BD55136,1g,93.6,InStock,93.6,0.0,2.0,0.0,0.0
1349199-60-5,3-Ethynyl-1-tosylazetidin-3-ol,C#CC1(O)CN(S(=O)(=O)c2ccc(C)cc2)C1,BD556217,100mg,520.0,InStock,5200.0,0.0,1.0,0.0,0.0
2774-84-7,Undec-10-yn-1-ol,C#CCCCCCCCCCO,BD55754,250mg,54.6,InStock,218.4,0.0,1.0,0.0,0.0
18202-10-3,Dodec-11-yn-1-ol,C#CCCCCCCCCCCO,BD55820,250mg,13.0,InStock,52.0,0.0,1.0,0.0,0.0
1268810-09-8,tert-Butyl (1-ethynylcyclopropyl)carbamate,C#CC1(NC(=O)OC(C)(C)C)CC1,BD560621,100mg,106.6,InStock,1066.0,0.0,1.0,0.0,0.0
1310456-99-5,3-Ethynylbenzenesulfonamide,C#Cc1cccc(S(N)(=O)=O)c1,BD561886,100mg,135.85,InStock,1358.5,1.0,1.0,0.0,0.0
101597-25-5,"1,1-Bis(4-methoxyphenyl)prop-2-yn-1-ol",C#CC(O)(c1ccc(OC)cc1)c1ccc(OC)cc1,BD566221,250mg,42.25,InStock,169.0,0.0,1.0,0.0,0.0
766-46-1,2'-Bromophenylacetylene,C#Cc1ccccc1Br,BD5677,1g,58.5,InStock,58.5,0.0,1.0,0.0,0.0
766-81-4,3-Bromophenylacetylene,C#Cc1cccc(Br)c1,BD5678,1g,22.1,InStock,22.1,0.0,1.0,0.0,0.0
766-96-1,1-Bromo-4-ethynylbenzene,C#Cc1ccc(Br)cc1,BD5679,250mg,11.05,InStock,44.2,0.0,1.0,0.0,0.0
873-31-4,1-Chloro-2-ethynylbenzene,C#Cc1ccccc1Cl,BD5699,1g,43.55,InStock,43.55,0.0,1.0,0.0,0.0
766-83-6,3-Chlorophenyl acetylene,C#Cc1cccc(Cl)c1,BD5700,1g,18.2,InStock,18.2,0.0,1.0,0.0,0.0
766-98-3,1-Ethynyl-4-fluorobenzene,C#Cc1ccc(F)cc1,BD5722,1g,18.2,InStock,18.2,0.0,1.0,0.0,0.0
766-49-4,1-Ethynyl-2-fluorobenzene,C#Cc1ccccc1F,BD5723,1g,28.6,InStock,28.6,0.0,1.0,0.0,0.0
2561-17-3,3-Fluorophenylacetylene,C#Cc1cccc(F)c1,BD5724,1g,12.35,InStock,12.35,0.0,1.0,0.0,0.0
937-31-5,1-Ethynyl-4-nitrobenzene,C#Cc1ccc([N+](=O)[O-])cc1,BD5785,250mg,15.6,InStock,62.4,0.0,1.0,0.0,0.0
764-93-2,1-Decyne,C#CCCCCCCCC,BD58113,5g,141.05,InStock,28.21,0.0,1.0,0.0,0.0
79887-16-4,1-Eth-1-ynyl-4-(pentyloxy)benzene,C#Cc1ccc(OCCCCC)cc1,BD58160,1g,39.0,InStock,39.0,0.0,1.0,0.0,0.0
39604-97-2,1-Ethynyl-4-propoxybenzene,C#Cc1ccc(OCCC)cc1,BD58163,1g,105.95,InStock,105.95,0.0,1.0,0.0,0.0
127896-08-6,(9H-Fluoren-9-yl)methyl prop-2-yn-1-ylcarbamate,C#CCNC(=O)OCC1c2ccccc2-c2ccccc21,BD582083,250mg,56.55,InStock,226.2,0.0,1.0,0.0,0.0
205877-26-5,"4-Ethynyl-N,N-diphenylaniline",C#Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,BD582484,250mg,61.1,InStock,244.4,0.0,1.0,0.0,0.0
769-26-6,"2-Ethynyl-1,3,5-trimethylbenzene",C#Cc1c(C)cc(C)cc1C,BD58331,100mg,133.25,InStock,1332.5,0.0,1.0,0.0,0.0
16433-96-8,1-Ethynyl-2-nitrobenzene,C#Cc1ccccc1[N+](=O)[O-],BD58335,100mg,20.8,InStock,208.0,0.0,1.0,0.0,0.0
171290-52-1,"3,5-Dimethoxyphenylacetylene",C#Cc1cc(OC)cc(OC)c1,BD58336,100mg,10.4,InStock,104.0,0.0,1.0,0.0,0.0
931-49-7,1-Ethynylcyclohexene,C#CC1=CCCCC1,BD58343,1g,31.85,InStock,31.85,0.0,1.0,0.0,0.0
1094679-27-2,4-Ethynylpyridin-2-amine,C#Cc1ccnc(N)c1,BD585951,100mg,205.4,InStock,2054.0,1.0,1.0,0.0,0.0
1192472-59-5,tert-Butyl (5-ethynylpyridin-3-yl)carbamate,C#Cc1cncc(NC(=O)OC(C)(C)C)c1,BD586144,100mg,202.15,InStock,2021.5,0.0,1.0,0.0,0.0
1196145-21-7,3-Ethynyl-2-methoxypyridine,C#Cc1cccnc1OC,BD586155,100mg,281.45,InStock,2814.5,0.0,1.0,0.0,0.0
1196145-93-3,tert-Butyl (4-ethynylpyridin-2-yl)carbamate,C#Cc1ccnc(NC(=O)OC(C)(C)C)c1,BD586156,100mg,83.85,InStock,838.5,0.0,1.0,0.0,0.0
1239605-12-9,3-Ethynylpyridin-4-amine,C#Cc1cnccc1N,BD586353,100mg,238.55,InStock,2385.5,1.0,1.0,0.0,0.0
7383-19-9,Hept-1-yn-3-ol,C#CC(O)CCCC,BD58697,1g,57.85,InStock,57.85,0.0,1.0,0.0,0.0
105-31-7,Hex-1-yn-3-ol,C#CC(O)CCC,BD58729,1g,59.8,InStock,59.8,0.0,1.0,0.0,0.0
45813-02-3,1-Methyl-4-prop-2-ynyl-piperazine,C#CCN1CCN(C)CC1,BD59527,100mg,144.95,InStock,1449.5,0.0,1.0,0.0,0.0
629-89-0,1-Octadecyne,C#CCCCCCCCCCCCCCCCC,BD59949,250mg,111.8,InStock,447.2,0.0,1.0,0.0,0.0
61514-53-2,"4-Ethynyl-1,3-dimethyl-1H-pyrazole",C#Cc1cn(C)nc1C,BD599590,100mg,283.4,InStock,2834.0,0.0,1.0,0.0,0.0
818-72-4,Oct-1-yn-3-ol,C#CC(O)CCCCC,BD59973,5g,42.25,InStock,8.45,0.0,1.0,0.0,0.0
4187-86-4,1-Pentyn-3-ol,C#CC(O)CC,BD60051,1g,19.5,InStock,19.5,0.0,1.0,0.0,0.0
4187-87-5,1-Phenyl-2-propyn-1-ol,C#CC(O)c1ccccc1,BD60150,1g,14.3,InStock,14.3,0.0,1.0,0.0,0.0
4378-23-8,1-Phenylbut-3-yn-2-ol,C#CC(O)Cc1ccccc1,BD60211,100mg,271.05,InStock,2710.5,0.0,1.0,0.0,0.0
52070-67-4,1-(Prop-2-yn-1-yl)piperazine,C#CCN1CCNCC1,BD60313,100mg,149.5,InStock,1495.0,0.0,1.0,0.0,0.0
765-10-6,1-Tetradecyne,C#CCCCCCCCCCCCC,BD60506,1g,89.7,InStock,89.7,0.0,1.0,0.0,0.0
40365-61-5,2-(But-3-yn-1-yloxy)tetrahydro-2H-pyran,C#CCCOC1CCCCO1,BD61712,1g,54.6,InStock,54.6,0.0,1.0,0.0,0.0
14235-81-5,4-Ethynylaniline,C#Cc1ccc(N)cc1,BD6179,250mg,15.6,InStock,62.4,1.0,1.0,0.0,0.0
100330-50-5,Methyl 3-oxohept-6-ynoate,C#CCCC(=O)CC(=O)OC,BD627879,250mg,88.4,InStock,353.6,0.0,1.0,0.0,0.0
1450754-40-1,1-Hydroxyhept-6-yn-3-one,C#CCCC(=O)CCO,BD627880,100mg,228.15,InStock,2281.5,0.0,1.0,0.0,0.0
1450754-41-2,2-(3-But-3-ynyl-3H-diazirin-3-yl)-ethanol,C#CCCC1(CCO)N=N1,BD627884,50mg,705.25,InStock,14105.0,0.0,1.0,0.0,0.0
1450754-38-7,3-(But-3-yn-1-yl)-3-(2-iodoethyl)-3H-diazirine,C#CCCC1(CCI)N=N1,BD627886,50mg,384.8,InStock,7696.0,0.0,1.0,0.0,0.0
69022-70-4,3-(Prop-2-yn-1-yloxy)pyridine,C#CCOc1cccnc1,BD628013,250mg,59.8,InStock,239.2,0.0,1.0,0.0,0.0
1196155-24-4,5-Ethynyl-2-(trifluoromethyl)pyridine,C#Cc1ccc(C(F)(F)F)nc1,BD628147,100mg,193.7,InStock,1937.0,0.0,1.0,0.0,0.0
3623-15-2,1-Phenylprop-2-yn-1-one,C#CC(=O)c1ccccc1,BD628666,100mg,109.85,InStock,1098.5,0.0,1.0,0.0,0.0
252771-08-7,5-Ethynyl-2-hydroxybenzaldehyde,C#Cc1ccc(O)c(C=O)c1,BD628775,100mg,224.25,InStock,2242.5,0.0,1.0,0.0,0.0
1372103-91-7,2-Ethynyl-3-fluoro-5-methylpyridine,C#Cc1ncc(C)cc1F,BD636478,100mg,328.25,InStock,3282.5,0.0,1.0,0.0,0.0
1372103-93-9,2-Ethynyl-5-fluoro-3-methylpyridine,C#Cc1ncc(F)cc1C,BD636479,100mg,520.65,InStock,5206.5,0.0,1.0,0.0,0.0
1374115-62-4,2-Ethynyl-5-methoxypyrazine,C#Cc1cnc(OC)cn1,BD636480,100mg,537.55,InStock,5375.5,0.0,1.0,0.0,0.0
668970-91-0,"4-Ethynyl-3,5-dimethylisoxazole",C#Cc1c(C)noc1C,BD659288,100mg,289.25,InStock,2892.5,0.0,1.0,0.0,0.0
87462-63-3,Hept-6-yn-1-yl 4-methylbenzenesulfonate,C#CCCCCCOS(=O)(=O)c1ccc(C)cc1,BD671368,250mg,137.15,InStock,548.6,0.0,1.0,0.0,0.0
116511-28-5,"Prop-2-yn-1-yl 1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate hydrobromide",Br.C#CCOC(=O)C1=CCCN(C)C1,BD680686,100mg,850.2,InStock,8502.0,0.0,1.0,0.0,0.0
90347-86-7,4-Ethynylbenzamide,C#Cc1ccc(C(N)=O)cc1,BD694783,50mg,512.85,InStock,10257.0,1.0,1.0,0.0,0.0
307537-95-7,S-4-Ethynylbenzyl ethanethioate,C#Cc1ccc(CSC(C)=O)cc1,BD717461,100mg,258.7,InStock,2587.0,0.0,1.0,0.0,0.0
704-41-6,1-Ethynyl-2-(trifluoromethyl)benzene,C#Cc1ccccc1C(F)(F)F,BD7195,250mg,35.1,InStock,140.4,0.0,1.0,0.0,0.0
705-31-7,4-(Trifluoromethyl)phenylacetylene,C#Cc1ccc(C(F)(F)F)cc1,BD7196,250mg,23.4,InStock,93.6,0.0,1.0,0.0,0.0
38846-64-9,2-Ethynylbenzaldehyde,C#Cc1ccccc1C=O,BD7327,250mg,20.15,InStock,80.6,0.0,1.0,0.0,0.0
77123-56-9,3-Ethynylbenzaldehyde,C#Cc1cccc(C=O)c1,BD7328,100mg,52.65,InStock,526.5,0.0,1.0,0.0,0.0
63697-96-1,4-Ethynylbenzaldehyde,C#Cc1ccc(C=O)cc1,BD7329,250mg,15.6,InStock,62.4,0.0,1.0,0.0,0.0
124045-51-8,tert-Butyl methyl(prop-2-yn-1-yl)carbamate,C#CCN(C)C(=O)OC(C)(C)C,BD735054,250mg,162.5,InStock,650.0,0.0,1.0,0.0,0.0
52670-38-9,2-Ethynylaniline,C#Cc1ccccc1N,BD74749,1g,74.1,InStock,74.1,1.0,1.0,0.0,0.0
33578-00-6,2-Ethynylbenzoic acid,C#Cc1ccccc1C(=O)O,BD74751,250mg,48.1,InStock,192.4,0.0,1.0,0.0,0.0
1945-84-2,2-Ethynylpyridine,C#Cc1ccccn1,BD74754,1g,26.0,InStock,26.0,0.0,1.0,0.0,0.0
4298-52-6,2-Ethynylthiophene,C#Cc1cccs1,BD74755,1g,39.65,InStock,39.65,0.0,1.0,0.0,0.0
10602-07-0,(3-Ethynylphenyl)methanol,C#Cc1cccc(CO)c1,BD748596,100mg,426.4,InStock,4264.0,0.0,1.0,0.0,0.0
667932-40-3,5-Ethynylpyridin-3-amine,C#Cc1cncc(N)c1,BD748597,100mg,315.9,InStock,3159.0,1.0,1.0,0.0,0.0
865363-93-5,"(2R,3S,5R)-5-(6-Amino-2-fluoro-9H-purin-9-yl)-2-ethynyl-2-(hydroxymethyl)tetrahydrofuran-3-ol",C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,BD748956,25mg,648.7,InStock,25948.0,1.0,1.0,0.0,0.0
1347760-82-0,3-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethoxy)propanoic acid,C#CCOCCOCCOCCC(=O)O,BD748993,100mg,213.2,InStock,2132.0,0.0,1.0,0.0,0.0
766-97-2,1-Ethynyl-4-methylbenzene,C#Cc1ccc(C)cc1,BD7501,1g,18.2,InStock,18.2,0.0,1.0,0.0,0.0
1211515-78-4,2-Ethynyl-4-nitropyridine,C#Cc1cc([N+](=O)[O-])ccn1,BD751877,100mg,130.0,InStock,1300.0,0.0,1.0,0.0,0.0
1934630-23-5,tert-Butyl (6-ethynylpyridin-2-yl)carbamate,C#Cc1cccc(NC(=O)OC(C)(C)C)n1,BD754163,100mg,250.25,InStock,2502.5,0.0,1.0,0.0,0.0
615288-66-9,"(2R,3S,5R)-2-((Bis(4-methoxyphenyl)(phenyl)methoxy)methyl)-5-(5-ethynyl-2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)tetrahydrofuran-3-yl (2-cyanoethyl) diisopropylphosphoramidite",C#Cc1cn([C@H]2C[C@H](OP(OCCC#N)N(C(C)C)C(C)C)[C@@H](COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)O2)c(=O)[nH]c1=O,BD755835,100mg,154.7,InStock,1547.0,0.0,1.0,0.0,0.0
1393330-40-9,"2,5-Dioxopyrrolidin-1-yl 4,7,10,13,16-pentaoxanonadec-18-yn-1-oate",C#CCOCCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O,BD758923,50mg,626.6,InStock,12532.0,0.0,1.0,0.0,0.0
1415800-32-6,"4,7,10,13-Tetraoxahexadec-15-yn-1-oic acid",C#CCOCCOCCOCCOCCC(=O)O,BD758925,100mg,54.6,InStock,546.0,0.0,1.0,0.0,0.0
2007925-22-4,3-Ethynyl-5-nitro-1H-indole,C#Cc1c[nH]c2ccc([N+](=O)[O-])cc12,BD759625,250mg,133.9,InStock,535.6,0.0,1.0,0.0,0.0
87450-10-0,"3,6,9,12-Tetraoxapentadec-14-yn-1-ol",C#CCOCCOCCOCCOCCO,BD760045,250mg,53.95,InStock,215.8,0.0,1.0,0.0,0.0
159428-42-9,"4,7,10,13,16-Pentaoxanonadeca-1,18-diyne",C#CCOCCOCCOCCOCCOCC#C,BD760118,250mg,211.9,InStock,847.6,0.0,2.0,0.0,0.0
1245823-50-0,"tert-Butyl 4,7,10,13,16-pentaoxanonadec-18-yn-1-oate",C#CCOCCOCCOCCOCCOCCC(=O)OC(C)(C)C,BD760134,250mg,226.2,InStock,904.8,0.0,1.0,0.0,0.0
1245823-51-1,"4,7,10,13,16-Pentaoxanonadec-18-yn-1-oic acid",C#CCOCCOCCOCCOCCOCCC(=O)O,BD760135,250mg,79.95,InStock,319.8,0.0,1.0,0.0,0.0
126422-57-9,3-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethoxy)prop-1-yne,C#CCOCCOCCOCC#C,BD760139,100mg,17.55,InStock,175.5,0.0,2.0,0.0,0.0
1428629-71-3,"2,5-Dioxopyrrolidin-1-yl 3-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethoxy)propanoate",C#CCOCCOCCOCCC(=O)ON1C(=O)CCC1=O,BD760153,100mg,103.35,InStock,1033.5,0.0,1.0,0.0,0.0
768-60-5,4-Ethynylanisole,C#Cc1ccc(OC)cc1,BD7608,1g,13.65,InStock,13.65,0.0,1.0,0.0,0.0
767-91-9,2'-Methoxyphenyl acetylene,C#Cc1ccccc1OC,BD7609,250mg,13.65,InStock,54.6,0.0,1.0,0.0,0.0
13894-21-8,Ethynyl p-Tolyl Sulfone,C#CS(=O)(=O)c1ccc(C)cc1,BD7617,250mg,72.15,InStock,288.6,0.0,1.0,0.0,0.0
4282-77-3,9-(Prop-2-yn-1-yl)-9H-carbazole,C#CCn1c2ccccc2c2ccccc21,BD763129,250mg,72.15,InStock,288.6,0.0,1.0,0.0,0.0
15727-65-8,1-Ethynylnaphthalene,C#Cc1cccc2ccccc12,BD763512,100mg,9.75,InStock,97.5,0.0,1.0,0.0,0.0
1001288-58-9,(E)-2-(3-(3-Methoxy-4-(prop-2-yn-1-yloxy)phenyl)acrylamido)benzoic acid,C#CCOc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,BD764719,5mg,994.5,InStock,198900.0,0.0,1.0,0.0,0.0
1538579-23-5,"2,5-Bis(prop-2-yn-1-yloxy)terephthalaldehyde",C#CCOc1cc(C=O)c(OCC#C)cc1C=O,BD765088,100mg,108.55,InStock,1085.5,0.0,2.0,0.0,0.0
