cas,name,smi,product_id,pack_size_min,price,availability,price_per_gram,NH2_num,term_acetylene_num,N3_num,14sub_123triazole_num
40371-51-5,(S)-4-Amino-2-hydroxybutanoic acid,NCC[C@H](O)C(=O)O,BD7853,5g,18.2,InStock,3.64,1.0,0.0,0.0,0.0
69034-08-8,5-(Trifluoromethyl)pyrimidin-2-amine,Nc1ncc(C(F)(F)F)cn1,BD78535,100mg,52.65,InStock,526.5,1.0,0.0,0.0,0.0
1683-85-8,5-Fluoropyrimidin-2-amine,Nc1ncc(F)cn1,BD78536,250mg,35.1,InStock,140.4,1.0,0.0,0.0,0.0
50840-23-8,5-Methylpyrimidin-2-amine,Cc1cnc(N)nc1,BD78537,100mg,30.55,InStock,305.5,1.0,0.0,0.0,0.0
56621-93-3,5-Aminopyrimidine-2-carbonitrile,N#Cc1ncc(N)cn1,BD78543,100mg,208.65,InStock,2086.5,1.0,0.0,0.0,0.0
88511-48-2,Pyrimidine-2-carboxamide,NC(=O)c1ncccn1,BD78546,250mg,195.65,InStock,782.6,1.0,0.0,0.0,0.0
45695-56-5,Pyrimidine-2-carboximidamide,N=C(N)c1ncccn1,BD78547,100mg,168.35,InStock,1683.5,1.0,0.0,0.0,0.0
68524-30-1,2-[(Diphenylmethyl)thio]acetamide,NC(=O)CSC(c1ccccc1)c1ccccc1,BD7858,5g,127.4,InStock,25.48,1.0,0.0,0.0,0.0
127-79-7,4-Amino-N-(4-methylpyrimidin-2-yl)benzenesulfonamide,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,BD78625,250mg,12.35,InStock,49.4,1.0,0.0,0.0,0.0
2494-89-5,2-((4-Aminophenyl)sulfonyl)ethyl hydrogen sulfate,Nc1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1,BD78627,5g,65.0,InStock,13.0,1.0,0.0,0.0,0.0
7149-42-0,(1-Methylpiperidin-4-yl)methanamine,CN1CCC(CN)CC1,BD7863,1g,75.4,InStock,75.4,1.0,0.0,0.0,0.0
6310-21-0,2-(tert-Butyl)aniline,CC(C)(C)c1ccccc1N,BD78685,1g,14.95,InStock,14.95,1.0,0.0,0.0,0.0
22264-50-2,1-Amino-1-cyclobutanecarboxylic acid,NC1(C(=O)O)CCC1,BD7871,1g,33.15,InStock,33.15,1.0,0.0,0.0,0.0
43157-50-2,"6-Amino-9-((2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-3,9-dihydro-2H-purine-2-thione",Nc1nc(=S)[nH]c2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,BD78738,100mg,18.85,InStock,188.5,1.0,0.0,0.0,0.0
5813-89-8,2-Thiophenecarboxamide,NC(=O)c1cccs1,BD78774,1g,31.85,InStock,31.85,1.0,0.0,0.0,0.0
106850-17-3,Methyl 5-amino-4-nitrothiophene-2-carboxylate,COC(=O)c1cc([N+](=O)[O-])c(N)s1,BD78817,250mg,195.65,InStock,782.6,1.0,0.0,0.0,0.0
106877-32-1,2-(Trifluoromethyl)pyridin-3-amine,Nc1cccnc1C(F)(F)F,BD78854,250mg,360.1,InStock,1440.4,1.0,0.0,0.0,0.0
65872-41-5,(Z)-2-(2-Aminothiazol-4-yl)-2-(methoxyimino)acetic acid,CO/N=C(\C(=O)O)c1csc(N)n1,BD7886,5g,21.45,InStock,4.29,1.0,0.0,0.0,0.0
13472-00-9,4-(2-Aminoethyl)aniline,NCCc1ccc(N)cc1,BD7890,1g,16.25,InStock,16.25,2.0,0.0,0.0,0.0
6979-94-8,"2',3',5'-Tri-O-acetylguanosine",CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,BD7898,1g,31.2,InStock,31.2,1.0,0.0,0.0,0.0
176032-78-3,"3-(1,2,4-Triazol-1-yl)aniline",Nc1cccc(-n2cncn2)c1,BD79018,250mg,188.5,InStock,754.0,1.0,0.0,0.0,0.0
452-58-4,"2,3-Diaminopyridine",Nc1cccnc1N,BD7903,250mg,11.7,InStock,46.8,2.0,0.0,0.0,0.0
122745-09-9,(R)-2-Amino-3-(naphthalen-1-yl)propanoic acid hydrochloride,Cl.N[C@H](Cc1cccc2ccccc12)C(=O)O,BD79109,250mg,92.3,InStock,369.2,1.0,0.0,0.0,0.0
117391-56-7,"3-Amino-3-(2,3-dichlorophenyl)propanoic acid",NC(CC(=O)O)c1cccc(Cl)c1Cl,BD79149,250mg,109.2,InStock,436.8,1.0,0.0,0.0,0.0
61123-70-4,3-(Indolin-1-yl)propan-1-amine,NCCCN1CCc2ccccc21,BD79153,100mg,172.25,InStock,1722.5,1.0,0.0,0.0,0.0
3147-45-3,"2,4-Dihydroxybenzamide",NC(=O)c1ccc(O)cc1O,BD7921,5g,59.15,InStock,11.83,1.0,0.0,0.0,0.0
22367-76-6,3-(2-Hydroxyphenyl)propanamide,NC(=O)CCc1ccccc1O,BD79437,100mg,46.8,InStock,468.0,1.0,0.0,0.0,0.0
14438-32-5,"2-Amino-3,5-dimethylbenzoic acid",Cc1cc(C)c(N)c(C(=O)O)c1,BD7944,1g,34.45,InStock,34.45,1.0,0.0,0.0,0.0
4389-45-1,2-Amino-3-methylbenzoic acid,Cc1cccc(C(=O)O)c1N,BD7946,1g,8.45,InStock,8.45,1.0,0.0,0.0,0.0
2258-21-1,3-(2-Methyl-1H-imidazol-1-yl)propan-1-amine,Cc1nccn1CCCN,BD79474,1g,159.9,InStock,159.9,1.0,0.0,0.0,0.0
56-05-3,"2-Amino-4,6-dichloropyrimidine",Nc1nc(Cl)cc(Cl)n1,BD7948,5g,12.35,InStock,2.47,1.0,0.0,0.0,0.0
36315-01-2,"2-Amino-4,6-dimethoxypyrimidine",COc1cc(OC)nc(N)n1,BD7949,10g,14.3,InStock,1.43,1.0,0.0,0.0,0.0
5734-64-5,4-Chloro-6-methoxypyrimidin-2-amine,COc1cc(Cl)nc(N)n1,BD7950,10g,14.95,InStock,1.49,1.0,0.0,0.0,0.0
42182-27-4,2-Amino-4-cyanopyridine,N#Cc1ccnc(N)c1,BD7951,1g,30.55,InStock,30.55,1.0,0.0,0.0,0.0
446-32-2,2-Amino-4-fluorobenzoic acid,Nc1cc(F)ccc1C(=O)O,BD7952,5g,18.2,InStock,3.64,1.0,0.0,0.0,0.0
1668-54-8,"2-Amino-4-methoxy-6-methyl-1,3,5-triazine",COc1nc(C)nc(N)n1,BD7954,10g,18.2,InStock,1.82,1.0,0.0,0.0,0.0
6635-86-5,2-Amino-4-methyl-3-nitropyridine,Cc1ccnc(N)c1[N+](=O)[O-],BD7955,5g,21.45,InStock,4.29,1.0,0.0,0.0,0.0
1072-97-5,5-Bromopyridin-2-amine,Nc1ccc(Br)cn1,BD7958,10g,14.3,InStock,1.43,1.0,0.0,0.0,0.0
7752-82-1,5-Bromopyrimidin-2-amine,Nc1ncc(Br)cn1,BD7959,5g,15.6,InStock,3.12,1.0,0.0,0.0,0.0
20776-67-4,2-Amino-5-chloro-3-methylbenzoic acid,Cc1cc(Cl)cc(C(=O)O)c1N,BD7960,5g,12.35,InStock,2.47,1.0,0.0,0.0,0.0
1072-98-6,2-Amino-5-chloropyridine,Nc1ccc(Cl)cn1,BD7962,5g,10.4,InStock,2.08,1.0,0.0,0.0,0.0
446-08-2,2-Amino-5-fluorobenzoic acid,Nc1ccc(F)cc1C(=O)O,BD7963,5g,24.7,InStock,4.94,1.0,0.0,0.0,0.0
15268-07-2,"3,3'-Oxydianiline",Nc1cccc(Oc2cccc(N)c2)c1,BD79641,100mg,93.6,InStock,936.0,2.0,0.0,0.0,0.0
1603-41-4,2-Amino-5-methylpyridine,Cc1ccc(N)nc1,BD7965,25g,18.2,InStock,0.73,1.0,0.0,0.0,0.0
7305-71-7,2-Amino-5-methylthiazole,Cc1cnc(N)s1,BD7966,10g,15.6,InStock,1.56,1.0,0.0,0.0,0.0
119162-52-6,5-Amino-3-(3-bromophenyl)isoxazole,Nc1cc(-c2cccc(Br)c2)no1,BD79667,100mg,151.45,InStock,1514.5,1.0,0.0,0.0,0.0
74784-70-6,5-(Trifluoromethyl)pyridin-2-amine,Nc1ccc(C(F)(F)F)cn1,BD7969,1g,16.9,InStock,16.9,1.0,0.0,0.0,0.0
10310-21-1,2-Amino-6-chloropurine,Nc1nc(Cl)c2[nH]cnc2n1,BD7971,5g,14.3,InStock,2.86,1.0,0.0,0.0,0.0
348-40-3,6-Fluorobenzo[d]thiazol-2-amine,Nc1nc2ccc(F)cc2s1,BD7973,5g,44.2,InStock,8.84,1.0,0.0,0.0,0.0
5345-47-1,2-Aminonicotinic acid,Nc1ncccc1C(=O)O,BD7976,5g,18.2,InStock,3.64,1.0,0.0,0.0,0.0
119162-46-8,5-Amino-3-(3-methoxyphenyl)isoxazole,COc1cccc(-c2cc(N)on2)c1,BD79767,1g,70.85,InStock,70.85,1.0,0.0,0.0,0.0
936250-22-5,(2-Aminopyrimidin-5-yl)boronic acid,Nc1ncc(B(O)O)cn1,BD7977,250mg,10.4,InStock,41.6,1.0,0.0,0.0,0.0
887591-64-2,3-(3-Nitrophenyl)isoxazol-5-amine,Nc1cc(-c2cccc([N+](=O)[O-])c2)no1,BD79800,250mg,99.45,InStock,397.8,1.0,0.0,0.0,0.0
93960-20-4,(S)-2-Amino-3-(pyridin-3-yl)propanoic acid dihydrochloride,Cl.Cl.N[C@@H](Cc1cccnc1)C(=O)O,BD79819,250mg,135.2,InStock,540.8,1.0,0.0,0.0,0.0
2393-17-1,3-(4-Aminophenyl)propionic acid,Nc1ccc(CCC(=O)O)cc1,BD79893,1g,50.7,InStock,50.7,1.0,0.0,0.0,0.0
33866-48-7,3-(4-Chlorophenyl)isoxazol-5-amine,Nc1cc(-c2ccc(Cl)cc2)no1,BD80025,100mg,164.45,InStock,1644.5,1.0,0.0,0.0,0.0
18655-50-0,3-(4-Chlorophenyl)propan-1-amine,NCCCc1ccc(Cl)cc1,BD80035,100mg,90.35,InStock,903.5,1.0,0.0,0.0,0.0
116753-54-9,3-(4-Fluorophenoxy)propylamine,NCCCOc1ccc(F)cc1,BD80082,250mg,59.15,InStock,236.6,1.0,0.0,0.0,0.0
23838-70-2,3-(4-Hydroxyphenyl)propanamide,NC(=O)CCc1ccc(O)cc1,BD80145,100mg,459.55,InStock,4595.5,1.0,0.0,0.0,0.0
36397-23-6,3-(4-Methoxyphenyl)propan-1-amine,COc1ccc(CCCN)cc1,BD80209,100mg,105.3,InStock,1053.0,1.0,0.0,0.0,0.0
28883-91-2,5-Amino-3-(4-methylphenyl)isoxazole,Cc1ccc(-c2cc(N)on2)cc1,BD80236,250mg,123.5,InStock,494.0,1.0,0.0,0.0,0.0
5350-93-6,6-Chloropyridin-3-amine,Nc1ccc(Cl)nc1,BD8028,5g,20.15,InStock,4.03,1.0,0.0,0.0,0.0
90610-69-8,3-(4-Sulfamoylphenyl)propanoic acid,NS(=O)(=O)c1ccc(CCC(=O)O)cc1,BD80297,250mg,29.25,InStock,117.0,1.0,0.0,0.0,0.0
887591-58-4,3-(5-Aminoisoxazol-3-yl)phenol,Nc1cc(-c2cccc(O)c2)no1,BD80323,100mg,623.35,InStock,6233.5,1.0,0.0,0.0,0.0
135124-70-8,3-(Aminomethyl)-5-bromopyridine,NCc1cncc(Br)c1,BD80432,100mg,28.6,InStock,286.0,1.0,0.0,0.0,0.0
73604-31-6,3-Hydroxybenzylamine,NCc1cccc(O)c1,BD80443,250mg,31.2,InStock,124.8,1.0,0.0,0.0,0.0
146-77-0,"(2R,3R,4S,5R)-2-(6-Amino-2-chloro-9H-purin-9-yl)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol",Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,BD8046,250mg,9.75,InStock,39.0,1.0,0.0,0.0,0.0
219492-12-3,3-(Benzyloxy)-4-methylaniline,Cc1ccc(N)cc1OCc1ccccc1,BD80475,100mg,97.5,InStock,975.0,1.0,0.0,0.0,0.0
16728-64-6,3-(Benzyloxy)propan-1-amine,NCCCOCc1ccccc1,BD80480,100mg,247.65,InStock,2476.5,1.0,0.0,0.0,0.0
135654-16-9,3-(Chloromethyl)benzamide,NC(=O)c1cccc(CCl)c1,BD80554,100mg,96.85,InStock,968.5,1.0,0.0,0.0,0.0
10212-20-1,"4-Amino-1-((2R,3R,4R,5R)-3-fluoro-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidin-2(1H)-one",Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2F)c(=O)n1,BD8057,250mg,58.5,InStock,234.0,1.0,0.0,0.0,0.0
961-07-9,"2-Amino-9-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-3,9-dihydro-6H-purin-6-one",Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2[nH]1,BD8060,1g,22.75,InStock,22.75,1.0,0.0,0.0,0.0
3663-44-3,3-(Dimethoxymethylsilyl)propylamine,COC(OC)[SiH2]CCCN,BD80633,25g,63.05,InStock,2.52,1.0,0.0,0.0,0.0
65983-35-9,tert-Butyl (3-amino-3-oxopropyl)carbamate,CC(C)(C)OC(=O)NCCC(N)=O,BD80949,250mg,100.1,InStock,400.4,1.0,0.0,0.0,0.0
52516-30-0,2-(3-(Trifluoromethyl)phenyl)ethanamine,NCCc1cccc(C(F)(F)F)c1,BD81072,1g,18.2,InStock,18.2,1.0,0.0,0.0,0.0
1736-70-5,1-(3-(Trifluoromethyl)phenyl)thiourea,NC(=S)Nc1cccc(C(F)(F)F)c1,BD81085,1g,30.55,InStock,30.55,1.0,0.0,0.0,0.0
13114-87-9,1-(3-(Trifluoromethyl)phenyl)urea,NC(=O)Nc1cccc(C(F)(F)F)c1,BD81088,1g,27.3,InStock,27.3,1.0,0.0,0.0,0.0
603-83-8,2-Methyl-3-nitroaniline,Cc1c(N)cccc1[N+](=O)[O-],BD8109,5g,28.6,InStock,5.72,1.0,0.0,0.0,0.0
234450-33-0,(3-((Trifluoromethyl)thio)phenyl)methanamine,NCc1cccc(SC(F)(F)F)c1,BD81105,100mg,357.5,InStock,3575.0,1.0,0.0,0.0,0.0
20173-24-4,2-(Pyridin-3-yl)ethanamine,NCCc1cccnc1,BD8120,250mg,18.2,InStock,72.8,1.0,0.0,0.0,0.0
7545-50-8,"3,3'-Diamino-4,4'-dihydroxydiphenyl sulfone",Nc1cc(S(=O)(=O)c2ccc(O)c(N)c2)ccc1O,BD81291,1g,18.85,InStock,18.85,2.0,0.0,0.0,0.0
91-95-2,"[1,1'-Biphenyl]-3,3',4,4'-tetraamine",Nc1ccc(-c2ccc(N)c(N)c2)cc1N,BD81292,1g,15.6,InStock,15.6,4.0,0.0,0.0,0.0
611-79-0,Bis(3-aminophenyl)methanone,Nc1cccc(C(=O)c2cccc(N)c2)c1,BD81294,1g,155.35,InStock,155.35,2.0,0.0,0.0,0.0
599-61-1,"3,3'-Sulfonyldianiline",Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,BD81295,10g,8.45,InStock,0.84,2.0,0.0,0.0,0.0
637031-93-7,"3,3-Difluorocyclobutanamine hydrochloride",Cl.NC1CC(F)(F)C1,BD81329,100mg,11.7,InStock,117.0,1.0,0.0,0.0,0.0
2373-98-0,"4,4'-Diamino-[1,1'-biphenyl]-3,3'-diol",Nc1ccc(-c2ccc(N)c(O)c2)cc1O,BD81340,1g,57.85,InStock,57.85,2.0,0.0,0.0,0.0
5959-52-4,3-Amino-2-naphthoic acid,Nc1cc2ccccc2cc1C(=O)O,BD8136,250mg,34.45,InStock,137.8,1.0,0.0,0.0,0.0
2458-12-0,3-Amino-4-methylbenzoic acid,Cc1ccc(C(=O)O)cc1N,BD8137,25g,15.6,InStock,0.62,1.0,0.0,0.0,0.0
3430-27-1,3-Amino-4-methylpyridine,Cc1ccncc1N,BD8138,5g,18.2,InStock,3.64,1.0,0.0,0.0,0.0
7579-20-6,3-Aminoisonicotinic acid,Nc1cnccc1C(=O)O,BD8140,250mg,14.95,InStock,59.8,1.0,0.0,0.0,0.0
13534-97-9,6-Bromopyridin-3-amine,Nc1ccc(Br)nc1,BD8141,1g,14.3,InStock,14.3,1.0,0.0,0.0,0.0
14338-36-4,3-Aminophenylacetic acid,Nc1cccc(CC(=O)O)c1,BD8144,1g,63.05,InStock,63.05,1.0,0.0,0.0,0.0
16298-03-6,Methyl 2-aminopyrazine-3-carboxylate,COC(=O)c1nccnc1N,BD8145,1g,16.25,InStock,16.25,1.0,0.0,0.0,0.0
130198-05-9,1-[2-Amino-1-(4-methoxyphenyl)ethyl]cyclohexanol Hydrochloride,COc1ccc(C(CN)C2(O)CCCCC2)cc1.Cl,BD8154,5g,18.2,InStock,3.64,1.0,0.0,0.0,0.0
5782-85-4,"3,4,5-Trihydroxybenzohydrazide",NNC(=O)c1cc(O)c(O)c(O)c1,BD81559,5g,52.0,InStock,10.4,1.0,0.0,0.0,0.0
24313-88-0,"3,4,5-Trimethoxyaniline",COc1cc(N)cc(OC)c1OC,BD81567,5g,18.85,InStock,3.77,1.0,0.0,0.0,0.0
3291-03-0,"3,4,5-Trimethoxybenzohydrazide",COc1cc(C(=O)NN)cc(OC)c1OC,BD81574,5g,105.3,InStock,21.06,1.0,0.0,0.0,0.0
18638-99-8,"(3,4,5-Trimethoxyphenyl)methanamine",COc1cc(CN)cc(OC)c1OC,BD81582,1g,26.65,InStock,26.65,1.0,0.0,0.0,0.0
103956-09-8,"3,4-Diaminobenzohydrazide",NNC(=O)c1ccc(N)c(N)c1,BD81671,1g,65.0,InStock,65.0,3.0,0.0,0.0,0.0
17220-38-1,"1,2,5-Oxadiazole-3,4-diamine",Nc1nonc1N,BD81678,250mg,18.85,InStock,75.4,2.0,0.0,0.0,0.0
90069-81-1,"Thiophene-3,4-diamine dihydrochloride",Cl.Cl.Nc1cscc1N,BD81684,100mg,36.4,InStock,364.0,2.0,0.0,0.0,0.0
496-72-0,"3,4-Diaminotoluene",Cc1ccc(N)c(N)c1,BD81686,25g,18.2,InStock,0.73,2.0,0.0,0.0,0.0
28036-91-1,"3,4-Dichlorobenzohydrazide",NNC(=O)c1ccc(Cl)c(Cl)c1,BD81738,1g,181.35,InStock,181.35,1.0,0.0,0.0,0.0
39052-12-5,"3,4-Diethoxyaniline",CCOc1ccc(N)cc1OCC,BD81804,250mg,15.6,InStock,62.4,1.0,0.0,0.0,0.0
869942-88-1,"(3,4-Diethoxyphenyl)methanamine",CCOc1ccc(CN)cc1OCC,BD81812,100mg,263.25,InStock,2632.5,1.0,0.0,0.0,0.0
3863-11-4,"3,4-Difluoroaniline",Nc1ccc(F)c(F)c1,BD81840,10g,21.45,InStock,2.15,1.0,0.0,0.0,0.0
1129-53-9,"2-(3,4-Dihydroxyphenyl)acetamide",NC(=O)Cc1ccc(O)c(O)c1,BD82000,100mg,524.55,InStock,5245.5,1.0,0.0,0.0,0.0
119192-10-8,"4-((1H-1,2,4-Triazol-1-yl)methyl)aniline",Nc1ccc(Cn2cncn2)cc1,BD8203,5g,63.05,InStock,12.61,1.0,0.0,0.0,0.0
35589-32-3,"3,4-Dimethoxyaniline hydrochloride",COc1ccc(N)cc1OC.Cl,BD82037,250mg,133.25,InStock,533.0,1.0,0.0,0.0,0.0
1521-41-1,"3,4-Dimethoxybenzamide",COc1ccc(C(N)=O)cc1OC,BD82039,100mg,100.1,InStock,1001.0,1.0,0.0,0.0,0.0
5763-61-1,"3,4-Dimethoxybenzylamine",COc1ccc(CN)cc1OC,BD82057,5g,39.65,InStock,7.93,1.0,0.0,0.0,0.0
360-97-4,4-Amino-1H-imidazole-5-carboxamide,NC(=O)c1[nH]cnc1N,BD8219,5g,18.2,InStock,3.64,2.0,0.0,0.0,0.0
22026-39-7,"Benzo[d][1,3]dioxole-5-carbohydrazide",NNC(=O)c1ccc2c(c1)OCO2,BD82201,1g,90.35,InStock,90.35,1.0,0.0,0.0,0.0
72-40-2,5-Amino-1H-imidazole-4-carboxamide hydrochloride,Cl.NC(=O)c1nc[nH]c1N,BD8221,5g,17.55,InStock,3.51,2.0,0.0,0.0,0.0
6633-36-9,"3,5-Diamino-4-methylbenzoic acid",Cc1c(N)cc(C(=O)O)cc1N,BD82368,250mg,33.15,InStock,132.6,2.0,0.0,0.0,0.0
4318-78-9,"Pyridine-3,5-diamine",Nc1cncc(N)c1,BD82377,100mg,55.25,InStock,552.5,2.0,0.0,0.0,0.0
36768-62-4,"4-Amino-2,2,6,6-tetramethylpiperidine",CC1(C)CC(N)CC(C)(C)N1,BD8238,10g,13.0,InStock,1.3,1.0,0.0,0.0,0.0
7598-35-8,2-Bromopyridin-4-amine,Nc1ccnc(Br)c1,BD8239,250mg,13.65,InStock,54.6,1.0,0.0,0.0,0.0
14432-12-3,4-Amino-2-chloropyridine,Nc1ccnc(Cl)c1,BD8240,5g,14.95,InStock,2.99,1.0,0.0,0.0,0.0
654-70-6,4-Cyano-3-trifluoromethylaniline,N#Cc1ccc(N)cc1C(F)(F)F,BD8241,1g,14.3,InStock,14.3,1.0,0.0,0.0,0.0
13534-98-0,4-Amino-3-bromopyridine,Nc1ccncc1Br,BD8243,250mg,14.3,InStock,57.2,1.0,0.0,0.0,0.0
3060-41-1,4-Amino-3-phenylbutanoic acid hydrochloride,Cl.NCC(CC(=O)O)c1ccccc1,BD8244,1g,21.45,InStock,21.45,1.0,0.0,0.0,0.0
327-74-2,2-Amino-5-cyanobenzotrifluoride,N#Cc1ccc(N)c(C(F)(F)F)c1,BD8245,5g,47.45,InStock,9.49,1.0,0.0,0.0,0.0
202982-73-8,"(3,5-Dibromophenyl)methanamine hydrochloride",Cl.NCc1cc(Br)cc(Br)c1,BD82450,100mg,215.8,InStock,2158.0,1.0,0.0,0.0,0.0
71675-87-1,4-Amino-5-(ethylsulfonyl)-2-methoxybenzoic acid,CCS(=O)(=O)c1cc(C(=O)O)c(OC)cc1N,BD8246,1g,24.05,InStock,24.05,1.0,0.0,0.0,0.0
39150-45-3,"4-Amino-3,5-dibromobenzenesulfonamide",Nc1c(Br)cc(S(N)(=O)=O)cc1Br,BD82463,1g,58.5,InStock,58.5,2.0,0.0,0.0,0.0
108282-38-8,4-Amino-5-chloro-2-ethoxybenzoic acid,CCOc1cc(N)c(Cl)cc1C(=O)O,BD8247,5g,36.4,InStock,7.28,1.0,0.0,0.0,0.0
21575-13-3,"6,7-Dimethoxyquinazolin-4-amine",COc1cc2ncnc(N)c2cc1OC,BD8248,100mg,145.6,InStock,1456.0,1.0,0.0,0.0,0.0
2498-50-2,4-Aminobenzamidine dihydrochloride,Cl.Cl.N=C(N)c1ccc(N)cc1,BD8250,250mg,14.95,InStock,59.8,2.0,0.0,0.0,0.0
5048-82-8,Ethyl 3-(4-aminophenyl)acrylate,CCOC(=O)C=Cc1ccc(N)cc1,BD8251,1g,157.3,InStock,157.3,1.0,0.0,0.0,0.0
144222-22-0,1-Boc-4-(Aminomethyl)piperidine,CC(C)(C)OC(=O)N1CCC(CN)CC1,BD8252,1g,14.95,InStock,14.95,1.0,0.0,0.0,0.0
62899-78-9,"3,5-Dichlorobenzohydrazide",NNC(=O)c1cc(Cl)cc(Cl)c1,BD82543,1g,253.5,InStock,253.5,1.0,0.0,0.0,0.0
1542-34-3,"3,5-Difluoro-4-iodoaniline",Nc1cc(F)c(I)c(F)c1,BD82605,1g,33.8,InStock,33.8,1.0,0.0,0.0,0.0
244022-63-7,"3,5-Difluorobenzohydrazide",NNC(=O)c1cc(F)cc(F)c1,BD82628,1g,139.1,InStock,139.1,1.0,0.0,0.0,0.0
61416-81-7,"3,5-Dimethoxybenzimidamide hydrochloride",COc1cc(OC)cc(C(=N)N)c1.Cl,BD82738,250mg,206.7,InStock,826.8,1.0,0.0,0.0,0.0
156-83-2,"6-Chloropyrimidine-2,4-diamine",Nc1cc(Cl)nc(N)n1,BD8274,5g,14.95,InStock,2.99,2.0,0.0,0.0,0.0
39085-59-1,"2,4,6-Triisopropylbenzenesulfonohydrazide",CC(C)c1cc(C(C)C)c(S(=O)(=O)NN)c(C(C)C)c1,BD8275,250mg,15.6,InStock,62.4,1.0,0.0,0.0,0.0
31329-64-3,"3,5-Dimethylisoxazol-4-amine",Cc1noc(C)c1N,BD82821,250mg,29.9,InStock,119.6,1.0,0.0,0.0,0.0
131052-47-6,"(3,5-Dimethylisoxazol-4-yl)methanamine",Cc1noc(C)c1CN,BD82825,100mg,211.25,InStock,2112.5,1.0,0.0,0.0,0.0
26130-48-3,"3,5-Dimethylbenzimidamide",Cc1cc(C)cc(C(=N)N)c1,BD82843,100mg,507.0,InStock,5070.0,1.0,0.0,0.0,0.0
